31879;Teplomìr veterinární digitál. pro velká zvíøata Kruuse;268.11;324.41;246.66;298.46;KRUUSE;ANO;NE;21.0;Instrumentarium a pomùcky - Pomùcky pro praxi;Instrumentarium a pomùcky;Pomùcky pro praxi;neurèeno;neurèeno
13182;Teplomìr veterinární digitál.Kruuse 1ks;861.45;1042.35;792.53;958.96;KRUUSE;ANO;NE;21.0;Instrumentarium a pomùcky - Pomùcky pro praxi;Instrumentarium a pomùcky;Pomùcky pro praxi;neurèeno;neurèeno
30306;Termo-kontejner 0,5l;673.82;815.32;619.91;750.09;KRUUSE;NE;ANO;21.0;Instrumentarium a pomùcky - Pomùcky pro praxi;Instrumentarium a pomùcky;Pomùcky pro praxi;neurèeno;neurèeno
46006;Termopodloka 1ks;5300.0;6413.0;4876.0;5899.96;LeVet Pharma b.v.;NE;ANO;21.0;Kardiaka pro psy (malá zvíøata);Veterinární léèiva;Kardiaka;Psi (malá zvíøata);neurèeno
43633;Tervalon braided green TG4316 EP3 2/0 75cm HR30 24ks;1226.26;1483.77;1128.16;1365.07;CHIRMAX s.r.o.;NE;ANO;21.0;Zdravotnické potøeby a materiál - Šicí material;Zdravotnické potøeby a materiál;Šicí materiál;neurèeno;neurèeno
28371;Terárium 75x40x40 cm, 2vìtrání;2004.8600000000001;2425.88;2004.8600000000001;2425.88;Ferplast Slovakia s.r.o. (FP);NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
48363;Test BCV FASTest 2ks;650.03;786.54;598.03;723.62;Mega Cor;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
48366;Test CCov Ag  FASTest 2ks;650.03;786.54;598.03;723.62;Mega Cor;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
48368;Test CPV Ab FASTest 2ks;650.03;786.54;598.03;723.62;Mega Cor;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
45170;Test Coronavirus strip 10ks Henry Schein;3741.67;4527.42;3442.34;4165.2300000000005;Henry Schein;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
47893;Test Crypto Strip FASTest 2ks;651.9300000000001;788.84;599.78;725.73;Mega Cor;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
29912;Test EliGene Borrelia-RTV 3ks ;1206.0;1459.26;1109.52;1342.52;Elisabeth Pharmacon spol.s r.o.;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
20631;Test FIP FASTest 2ks;991.37;1199.56;912.0600000000001;1103.59;Mega Cor;ANO;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
20629;Test FIV FASTest 2ks;686.14;830.23;631.25;763.8100000000001;Mega Cor;ANO;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
45167;Test FIV strip 10ks Henry Schein;2241.67;2712.42;2062.34;2495.43;Henry Schein;ANO;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
11249;Test FIV strip 1ks;235.34;284.76;216.51;261.98;Elisabeth Pharmacon spol.s r.o.;ANO;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
20628;Test FeLV FASTest 2ks;686.14;830.23;631.25;763.8100000000001;Mega Cor;ANO;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
45166;Test FeLV strip 10ks Henry Schein;2241.67;2712.42;2062.34;2495.43;Henry Schein;ANO;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
11248;Test FeLV strip 1ks;235.34;284.76;216.51;261.98;Elisabeth Pharmacon spol.s r.o.;ANO;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
32336;Test FeLV/FIV FASTest 2ks;1269.68;1536.31;1168.1100000000001;1413.41;Mega Cor;ANO;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
45168;Test FeLV/FIV strip 10ks Henry Schein;3575.0;4325.75;3289.0;3979.69;Henry Schein;ANO;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
53116;Test GLUTAVAC 10 ks  Kruuse;812.01;982.53;747.0500000000001;903.9300000000001;KRUUSE;ANO;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
31368;Test Giardia Strip FASTest 2ks;651.83;788.71;599.6800000000001;725.61;Mega Cor;ANO;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
48365;Test Leish FASTest 2ks;1032.75;1249.63;950.13;1149.66;Mega Cor;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
20630;Test Lyme FASTest 2ks;1031.96;1248.67;949.4;1148.77;Mega Cor;ANO;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
22131;Test Parvo FASTest 2ks;497.1;601.49;457.33;553.37;Mega Cor;ANO;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
45169;Test Parvovirus strip 10ks Henry Schein;2158.33;2611.58;1985.66;2402.65;Henry Schein;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
48491;Test Relaxin  FASTest 2ks;1469.75;1778.4;1352.17;1636.13;Mega Cor;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
48362;Test Rota FASTest 2ks;495.72;599.82;456.06;551.83;Mega Cor;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
43466;Test drogovı MET instant view 1ks;57.39;69.44;52.800000000000004;63.89;Ostatní osobní sortiment;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
41577;Test mléka 1l Kruuse;163.07;197.31;150.02;181.52;KRUUSE;ANO;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
11250;Test parvovirus strip 1ks;190.59;230.61;175.34;212.16;Elisabeth Pharmacon spol.s r.o.;NE;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
28937;Test tìhotenskı Best 2ks;29.900000000000002;36.18;27.51;33.29;Ostatní osobní sortiment;ANO;NE;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
53201;Test tìhotenskı Clearblue Compact 1ks;66.06;79.93;60.78;73.54;Ostatní osobní sortiment;NE;ANO;21.0;Zdravotnické potøeby a materiál - Diagnostika;Zdravotnické potøeby a materiál;Diagnostika;neurèeno;neurèeno
45040;Tetra Pond Algo Free 250ml;142.94;172.96;131.5;159.12;Plaèek  s.r.o. - ostatní  doplòky;ANO;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45041;Tetra Pond Algo Free 500ml;274.91;332.64;252.92000000000002;306.03000000000003;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
44867;Tetra Pond AlgoRem 1l;463.41;560.73;426.34000000000003;515.87;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
44865;Tetra Pond AlgoRem 250ml;142.94;172.96;131.5;159.12;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45031;Tetra Pond AlgoRem 3l;1009.2900000000001;1221.24;928.5500000000001;1123.55;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
44866;Tetra Pond AlgoRem 500ml;274.91;332.64;252.92000000000002;306.03000000000003;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45036;Tetra Pond Algofin 1l;448.68;542.9;412.79;499.48;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45035;Tetra Pond Algofin 250ml;124.32000000000001;150.43;114.37;138.39000000000001;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45038;Tetra Pond Algofin 3l;1009.2900000000001;1221.24;928.5500000000001;1123.55;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45037;Tetra Pond Algofin 500ml;242.06;292.89;222.70000000000002;269.47;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45039;Tetra Pond Algoschutz 250ml;141.84;171.63;130.49;157.89000000000001;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45048;Tetra Pond Crystal Water 250ml;153.99;186.33;141.67000000000002;171.42000000000002;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45046;Tetra Pond Crystal Water 500ml;265.59000000000003;321.36;244.34;295.65000000000003;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45032;Tetra Pond Medifin 250ml;122.68;148.44;112.87;136.57;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45034;Tetra Pond Medifin 500ml;237.68;287.59000000000003;218.67000000000002;264.59000000000003;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45043;Tetra Pond Oxy Safe 250ml;142.58;172.52;131.17000000000002;158.72;Plaèek  s.r.o. - ostatní  doplòky;ANO;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
40501;Tetra Pond Phosphate Minus 250ml;159.41;192.89000000000001;146.66;177.46;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
41556;Tetra Pond test na vodu v jezírku 5V1 25ks;229.33;277.49;210.98000000000002;255.29;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
45365;Thermo/Hydrometr analogovı 1ks TR;93.23;112.81;85.77;103.78;Trixie GmbH a Co.KG;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
20517;Tick Away 1x8ml;225.72;273.12;207.66;251.27;WERFFT CHEMIE;NE;ANO;21.0;Kosmetika hygienická - Bìná kosmetika a hygiena - Psi (malá zvíøata) - neurèeno;Kosmetika hygienická;Bìná kosmetika a hygiena;Psi (malá zvíøata);neurèeno
8548;Tiskopis-Objednávka vet. vyš. 100 listù A4 samopr. 1ks;77.94;94.31;71.7;86.76;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
16378;Tiskopis-Platební vımìr neèíslovanı blok 100 listù;37.96;45.93;34.92;42.25;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
16693;Tiskopis-Platební vımìr neèíslovanı blok 50 listù;21.51;26.3;19.79;23.95;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
2730;Tiskopis-Platební vımìr neèíslovanı blok 50list(Komve);67.38;81.53;61.99;75.01;KOMVET spol. s r.o. - rùzná zastoupení;ANO;ANO;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
9330;Tiskopis-Platební vımìr samop blok 100 listù neèísl ;97.77;118.3;89.95;108.84;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
9227;Tiskopis-Platební vımìr samop blok 50 listù è.nedaò;78.35000000000001;94.8;72.08;87.22;Biopharm Martínek s.r.o.;NE;ANO;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
9226;Tiskopis-Platební vımìr samop blok 50 listù èísl.daò;66.15;80.04;60.86;73.64;Biopharm Martínek s.r.o.;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
25367;Tiskopis-Potvrzení o provedené vet. akci 99 listù;143.94;174.17000000000002;143.94;174.17000000000002;Biofarm Zuda - rùzná zastoupení;NE;ANO;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
1055;Tiskopis-Protokol o pokousání 100 listù (vzteklina);68.1;82.41;62.65;75.81;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
16399;Tiskopis-Protokol o pokousání 50 listù (vzteklina);35.92;43.46;33.05;39.99;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
16400;Tiskopis-Recept veterinární 50 listù 1ks;23.080000000000002;27.93;21.23;25.69;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
42526;Tiskopis-Recept veterinární Cymedica 100 listù 5ks;94.10000000000001;113.86;86.57000000000001;104.75;CYMEDICA;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
23851;Tiskopis-Stájovı deník (nepropisovací) 100 listù ;66.15;80.04;60.86;73.64;Biofarm Zuda - rùzná zastoupení;NE;ANO;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
39068;Tiskopis-Stájovı deník (nepropisovací) 50 listù;33.72;40.800000000000004;31.02;37.53;Biofarm Zuda - rùzná zastoupení;NE;ANO;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
16508;Tiskopis-Stájovı deník (samopropisovací) 1ks;88.67;107.29;81.58;98.71000000000001;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
28402;Tiskopis-Veterinární osv. 100 listù nepropisovací;65.97;79.82000000000001;60.69;73.43;NOVIKO publishing;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
2156;Tiskopis-Záznam o TBC skotu 1ks;36.1;43.68;33.21;40.18;Biofarm Zuda - rùzná zastoupení;NE;ANO;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
22137;Tiskopis-Záznam o pouití léè.pøípr.veden. u chovatele;72.75;88.03;66.93;80.99;Biopharm Martínek s.r.o.;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
22401;Tiskopis-Záznam o pøedepis. a vıdeji léèiv chovatelem;88.7;107.33;81.60000000000001;98.74000000000001;Biopharm Martínek s.r.o.;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
17746;Tiskopis-Záznam vet. lékaøe o vıdeji a pøedepisování;68.85000000000001;83.31;63.34;76.64;Biopharm Martínek s.r.o.;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
17430;Tiskopis-Záznam veterinárního lékaøe o pouití léèiv;75.28;91.09;69.26;83.8;Biopharm Martínek s.r.o.;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
2681;Tiskopis-ádanka na vyšetøení vzorkù 100 listù;51.410000000000004;62.21;47.300000000000004;57.230000000000004;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
20787;Tiskopis-ádanka na vyšetøení vzorkù 50 listù;28.18;34.1;25.93;31.38;Biofarm Zuda - rùzná zastoupení;ANO;NE;21.0;Tiskopisy a prùkazy;Tiskopisy a prùkazy;neurèeno;neurèeno;neurèeno
42657;Tomidog 10kg;190.38;218.94;175.15;201.42000000000002;Tommi CZ s.r.o.;NE;ANO;15.0;Krmivo suché - Krmivo ostatní - Psi: nerozlišená plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: nerozlišená plemena;Dospìlé zvíøe
47426;Tonikum granát jablko èistící antioxidaèní TOPVET200ml;159.03;192.43;146.31;177.04;TOPVET;NE;ANO;21.0;Kosmetika humánní;Kosmetika humánní;neurèeno;neurèeno;neurèeno
43857;Tonikum konopné regeneraèní èistící 3% TOPVET 200ml;115.43;139.67000000000002;106.2;128.5;TOPVET;NE;ANO;21.0;Kosmetika humánní;Kosmetika humánní;neurèeno;neurèeno;neurèeno
28043;Tonometr Tensoval - síovı adaptér;352.82;426.91;324.59000000000003;392.75;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
28042;Tonometr Tensoval Duo control - náhr.maneta vel.L;289.1;349.81;265.97;321.82;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
28041;Tonometr Tensoval Duo control - náhr.maneta vel.M;234.82;284.13;216.03;261.4;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
18767;Tonometr Tensoval comfort - náhr.maneta vel.L;348.06;421.15000000000003;320.22;387.47;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
11481;Tonometr Tensoval comfort - náhr.maneta vel.M;234.82;284.13;216.03;261.4;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
27517;Tonometr digitální Tensoval Comfort Family pae;1650.83;1997.5;1518.76;1837.7;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
11479;Tonometr digitální Tensoval Comfort pae;1474.05;1783.6000000000001;1356.13;1640.92;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
53220;Tonometr digitální Tensoval Duo control II pae man M;1632.0;1974.72;1501.44;1816.74;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
37348;Tonometr digitální Tensoval Duo control L + adaptér;1875.02;2268.77;1725.02;2087.27;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
53742;Tonometr digitální Tensoval mobil na zápìstí;1178.82;1426.3700000000001;1084.51;1312.26;HARTMANN-RICO;NE;ANO;21.0;Pøístroje - Ostatní pøístroje;Pøístroje;Pøístroje;Ostatní pøístroje;neurèeno
32424;Tonometr na mìøení oèního tlaku Tonovet;60810.75;73581.01;60810.75;73581.01;KRUUSE;NE;ANO;21.0;Pøístroje - Oèní a ORL pøístroje;Pøístroje;Pøístroje;Oèní a ORL pøístroje;neurèeno
49211;Top Esence pro ryby Mušle 50ml;89.60000000000001;108.42;82.43;99.74000000000001;Mikrop ÈEBÍN a.s.;NE;ANO;21.0;Krmivo suché - Krmivo ostatní - Akvaristika - neurèeno;Krmivo suché;Krmivo ostatní;Akvaristika a teraristika;neurèeno
49210;Top Esence pro ryby Scopex 50ml;82.60000000000001;99.95;75.99;91.95;Mikrop ÈEBÍN a.s.;NE;ANO;21.0;Krmivo suché - Krmivo ostatní - Akvaristika - neurèeno;Krmivo suché;Krmivo ostatní;Akvaristika a teraristika;neurèeno
36654;Top Glas 5l;201.69;244.04;185.55;224.52;CID LINES N.V.;NE;ANO;21.0;DDD prostøedky;DDD prostøedky;neurèeno;neurèeno;neurèeno
44914;Topítko Elite 150W Hagen;207.19;250.70000000000002;190.61;230.64000000000001;Hagen;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
50668;Topítko HT 100 (100W) Tetra;292.44;353.85;269.04;325.54;Plaèek  s.r.o. - ostatní  doplòky;NE;ANO;21.0;Chovatelské pomùcky - neurèeno - Akvaristika - neurèeno;Chovatelské pomùcky;neurèeno;Akvaristika a teraristika;neurèeno
36645;Tornax S 12kg;1016.89;1230.44;935.54;1132.0;CID LINES N.V.;NE;ANO;21.0;DDD prostøedky;DDD prostøedky;neurèeno;neurèeno;neurèeno
36646;Tornax S 25kg;1958.13;2369.34;1801.48;2179.79;CID LINES N.V.;NE;ANO;21.0;DDD prostøedky;DDD prostøedky;neurèeno;neurèeno;neurèeno
34755;Tracheotom 22mm;1846.8700000000001;2234.71;1699.1200000000001;2055.94;KRUUSE;NE;ANO;21.0;Instrumentarium a pomùcky - Chirurgické nástroje - Ostatní nástroje;Instrumentarium a pomùcky;Chirurgické nástroje;Ostatní nástroje;neurèeno
51064;Trainer Fitness Adult M/M Fish Maize 12,5kg;838.45;964.22;771.37;887.08;Nova Foods;ANO;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
51062;Trainer Fitness Adult M/M Lamb Rice12,5kg;835.35;960.65;768.52;883.8000000000001;Nova Foods;ANO;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
49224;Trainer Fitness Adult Mini Duck Rice 2kg;219.14000000000001;252.01000000000002;201.61;231.85;Nova Foods;ANO;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
49222;Trainer Fitness Adult Mini Fish Maize 2kg;219.14000000000001;252.01000000000002;201.61;231.85;Nova Foods;NE;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
49226;Trainer Fitness Adult Mini Horse Pea 2kg;219.14000000000001;252.01000000000002;201.61;231.85;Nova Foods;ANO;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
49223;Trainer Fitness Adult Mini Lamb Rice 2kg;219.14000000000001;252.01000000000002;201.61;231.85;Nova Foods;ANO;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
49225;Trainer Fitness Adult Mini Rabbit Potatoes 2kg;219.14000000000001;252.01000000000002;201.61;231.85;Nova Foods;ANO;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
52937;Trainer Fitness Junior M+M Fish Rice 2.fáze 12,5 kg;957.52;1101.15;880.9200000000001;1013.0600000000001;Nova Foods;NE;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
51043;Trainer Fitness Puppy Junior M+M Duck Rice 12,5 kg;957.52;1101.15;880.9200000000001;1013.0600000000001;Nova Foods;NE;NE;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
50254;Trainer Fitness Puppy Junior M+M Duck Rice 3kg;291.94;335.73;268.58;308.87;Nova Foods;NE;ANO;15.0;Krmivo suché - Krmivo ostatní - Psi: malá plemena - Dospìlé zvíøe;Krmivo suché;Krmivo ostatní;Psi: malá plemena;Dospìlé zvíøe
